#string_protein_id	preferred_name	protein_size	annotation
1347342.BN863_13790	CDF79091.1	617	Belongs to the DNA mismatch repair MutS family. 
1347342.BN863_1380	BN863_1380	144	Belongs to the RbsD / FucU family. 
1347342.BN863_13800	CDF79092.1	691	annotation not available
1347342.BN863_13810	CDF79093.1	95	annotation not available
1347342.BN863_13820	CDF79094.1	490	annotation not available
1347342.BN863_13830	CDF79095.1	286	annotation not available
1347342.BN863_13840	CDF79096.1	66	annotation not available
1347342.BN863_13850	CDF79097.1	498	annotation not available
1347342.BN863_13860	CDF79098.1	254	annotation not available
1347342.BN863_13870	CDF79099.1	194	annotation not available
1347342.BN863_13880	lolD	220	Part of the ABC transporter complex LolCDE involved in the translocation of lipoproteins, in an ATP-dependent manner. 
1347342.BN863_13890	folE	198	annotation not available
1347342.BN863_1390	BN863_1390	172	annotation not available
1347342.BN863_13900	CDF79102.1	103	annotation not available
1347342.BN863_13910	CDF79103.1	757	annotation not available
1347342.BN863_13920	CDF79104.1	110	annotation not available
1347342.BN863_13930	CDF79105.1	164	annotation not available
1347342.BN863_13940	CDF79106.1	146	annotation not available
1347342.BN863_13950	CDF79107.1	214	annotation not available
1347342.BN863_13960	CDF79108.1	237	Belongs to the KdsB family. 
1347342.BN863_13970	CDF79109.1	234	annotation not available
1347342.BN863_13980	CDF79110.1	353	annotation not available
1347342.BN863_13990	CDF79111.1	171	annotation not available
1347342.BN863_140	BN863_140	355	annotation not available
1347342.BN863_1400	BN863_1400	585	annotation not available
1347342.BN863_14000	CDF79112.1	108	annotation not available
1347342.BN863_14010	CDF79113.1	260	annotation not available
1347342.BN863_14020	CDF79114.1	242	annotation not available
1347342.BN863_14030	CDF79115.1	97	annotation not available
1347342.BN863_14040	CDF79116.1	276	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4-hexulose to yield dTDP-L-rhamnose
1347342.BN863_14050	gcvT	356	The glycine cleavage system catalyzes the degradation of glycine
1347342.BN863_14060	CDF79118.1	483	annotation not available
1347342.BN863_14070	CDF79119.1	224	annotation not available
1347342.BN863_14080	CDF79120.1	432	annotation not available
1347342.BN863_14090	thrB	307	Catalyzes the ATP-dependent phosphorylation of L-homoserine to L-homoserine phosphate
1347342.BN863_1410	BN863_1410	423	annotation not available
1347342.BN863_14100	CDF79122.1	815	annotation not available
1347342.BN863_14110	nnrE	520	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration.  Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S-specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX
1347342.BN863_14120	fumC	464	Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate
1347342.BN863_14130	CDF79125.1	213	annotation not available
1347342.BN863_14140	CDF79126.1	58	annotation not available
1347342.BN863_14150	CDF79127.1	107	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection
1347342.BN863_14160	CDF79128.1	685	annotation not available
1347342.BN863_14170	CDF79129.1	346	annotation not available
1347342.BN863_14180	CDF79130.1	418	annotation not available
1347342.BN863_14190	CDF79131.1	372	annotation not available
1347342.BN863_1420	BN863_1420	437	annotation not available
1347342.BN863_14200	CDF79132.1	334	annotation not available
1347342.BN863_14210	CDF79133.1	92	annotation not available
1347342.BN863_14220	CDF79134.1	806	annotation not available
1347342.BN863_14230	CDF79135.1	425	annotation not available
1347342.BN863_14240	CDF79136.1	487	annotation not available
1347342.BN863_14250	CDF79137.1	366	annotation not available
1347342.BN863_14260	CDF79138.1	191	annotation not available
1347342.BN863_14270	CDF79139.1	340	annotation not available
1347342.BN863_14280	CDF79140.1	927	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate. 
1347342.BN863_14290	CDF79141.1	194	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_1430	BN863_1430	312	Belongs to the ribF family. 
1347342.BN863_14300	CDF79142.1	46	annotation not available
1347342.BN863_14310	nth	219	DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N-glycosidic bond, leaving an AP (apurinic/apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'- phosphate
1347342.BN863_14320	CDF79144.1	150	annotation not available
1347342.BN863_14330	CDF79145.1	305	annotation not available
1347342.BN863_14340	CDF79146.1	386	annotation not available
1347342.BN863_14350	CDF79147.1	193	annotation not available
1347342.BN863_14360	CDF79148.1	195	annotation not available
1347342.BN863_14370	dnaX	577	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. 
1347342.BN863_14380	CDF79150.1	137	annotation not available
1347342.BN863_14390	CDF79151.1	183	annotation not available
1347342.BN863_1440	BN863_1440	1111	annotation not available
1347342.BN863_14400	CDF79152.1	252	annotation not available
1347342.BN863_14410	CDF79153.1	248	annotation not available
1347342.BN863_14420	CDF79154.1	476	annotation not available
1347342.BN863_14430	CDF79155.1	316	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1347342.BN863_14440	serC	354	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine
1347342.BN863_14450	CDF79157.1	256	annotation not available
1347342.BN863_14460	CDF79158.1	40	annotation not available
1347342.BN863_14470	CDF79159.1	117	annotation not available
1347342.BN863_14480	CDF79160.1	905	annotation not available
1347342.BN863_14490	ychF	364	ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner. 
1347342.BN863_1450	pth	209	The natural substrate for this enzyme may be peptidyl-tRNAs which drop off the ribosome during protein synthesis. 
1347342.BN863_14500	CDF79162.1	619	annotation not available
1347342.BN863_14510	CDF79163.1	160	annotation not available
1347342.BN863_14520	CDF79164.1	871	annotation not available
1347342.BN863_14530	CDF79165.1	123	annotation not available
1347342.BN863_14540	CDF79166.1	139	annotation not available
1347342.BN863_14550	CDF79167.1	383	annotation not available
1347342.BN863_14560	CDF79168.1	159	annotation not available
1347342.BN863_14570	CDF79169.1	108	annotation not available
1347342.BN863_14580	CDF79170.1	357	Catalyzes the conversion of 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ). 
1347342.BN863_14590	CDF79171.1	390	annotation not available
1347342.BN863_1460	rplY	203	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance. 
1347342.BN863_14600	CDF79172.1	124	annotation not available
1347342.BN863_14610	CDF79173.1	399	annotation not available
1347342.BN863_14620	CDF79174.1	48	annotation not available
1347342.BN863_14630	CDF79175.1	91	annotation not available
1347342.BN863_14640	CDF79176.1	136	annotation not available
1347342.BN863_14650	CDF79177.1	517	annotation not available
1347342.BN863_14660	CDF79178.1	406	annotation not available
1347342.BN863_14670	lpxD	337	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3- hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell. 
1347342.BN863_14680	lpxC	468	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis
1347342.BN863_14690	CDF79181.1	261	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell
1347342.BN863_1470	BN863_1470	311	annotation not available
1347342.BN863_14700	efp	188	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase
1347342.BN863_14710	CDF79183.1	312	annotation not available
1347342.BN863_14720	sucD	293	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit. 
1347342.BN863_14730	CDF79185.1	248	Catalyzes the NADPH-dependent reduction of beta-ketoacyl-ACP substrates to beta-hydroxyacyl-ACP products, the first reductive step in the elongation cycle of fatty acid biosynthesis. 
1347342.BN863_14740	CDF79186.1	675	annotation not available
1347342.BN863_14750	CDF79187.1	271	annotation not available
1347342.BN863_14760	hisG	285	Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity. 
1347342.BN863_14770	hisD	429	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine. 
1347342.BN863_14780	hisC	346	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
1347342.BN863_14790	hisB	378	In the C-terminal section; belongs to the imidazoleglycerol-phosphate dehydratase family
1347342.BN863_1480	BN863_1480	289	annotation not available
1347342.BN863_14800	hisH	219	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the synthesis of IGP and AICAR. The resulting ammonia molecule is channeled to the active site of HisF
1347342.BN863_14810	hisA	242	annotation not available
1347342.BN863_14820	hisF	251	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit
1347342.BN863_14830	hisI	199	In the N-terminal section; belongs to the PRA-CH family. 
1347342.BN863_14840	CDF79196.1	129	annotation not available
1347342.BN863_14850	truA	262	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs
1347342.BN863_14860	CDF79198.1	52	annotation not available
1347342.BN863_14870	CDF79199.1	172	annotation not available
1347342.BN863_14880	CDF79200.1	222	annotation not available
1347342.BN863_14890	CDF79201.1	138	annotation not available
1347342.BN863_1490	BN863_1490	195	annotation not available
1347342.BN863_14900	CDF79202.1	130	annotation not available
1347342.BN863_14910	CDF79203.1	137	annotation not available
1347342.BN863_14920	CDF79204.1	216	annotation not available
1347342.BN863_14930	CDF79205.1	415	annotation not available
1347342.BN863_14940	CDF79206.1	96	annotation not available
1347342.BN863_14950	CDF79207.1	451	annotation not available
1347342.BN863_14960	CDF79208.1	404	annotation not available
1347342.BN863_14970	CDF79209.1	555	annotation not available
1347342.BN863_14980	CDF79210.1	42	annotation not available
1347342.BN863_14990	CDF79211.1	264	annotation not available
1347342.BN863_150	BN863_150	271	annotation not available
1347342.BN863_1500	BN863_1500	143	annotation not available
1347342.BN863_15000	CDF79212.1	238	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1347342.BN863_15010	CDF79213.1	515	annotation not available
1347342.BN863_15020	CDF79214.1	111	annotation not available
1347342.BN863_15030	CDF79215.1	157	annotation not available
1347342.BN863_15040	CDF79216.1	202	annotation not available
1347342.BN863_15050	CDF79217.1	354	annotation not available
1347342.BN863_15060	nhaA	447	Na(+)/H(+) antiporter that extrudes sodium in exchange for external protons
1347342.BN863_15070	CDF79219.1	559	annotation not available
1347342.BN863_15080	CDF79220.1	163	annotation not available
1347342.BN863_15090	CDF79221.1	462	annotation not available
1347342.BN863_1510	BN863_1510	529	Belongs to the peptidase S41A family. 
1347342.BN863_15100	CDF79222.1	232	annotation not available
1347342.BN863_15110	CDF79223.1	231	annotation not available
1347342.BN863_15120	CDF79224.1	205	annotation not available
1347342.BN863_15130	CDF79225.1	190	annotation not available
1347342.BN863_15140	CDF79226.1	374	annotation not available
1347342.BN863_15150	CDF79227.1	290	annotation not available
1347342.BN863_15160	CDF79228.1	139	annotation not available
1347342.BN863_15170	CDF79229.1	117	annotation not available
1347342.BN863_15180	CDF79230.1	138	annotation not available
1347342.BN863_15190	CDF79231.1	431	Belongs to the Glu/Leu/Phe/Val dehydrogenases family. 
1347342.BN863_1520	BN863_1520	67	annotation not available
1347342.BN863_15200	CDF79232.1	56	annotation not available
1347342.BN863_15210	CDF79233.1	441	annotation not available
1347342.BN863_15220	CDF79234.1	148	annotation not available
